iter	RMSE
382	0.2923639996
383	0.2923392585
384	0.2923145313
385	0.2922898085
386	0.2922650922
387	0.2922403787
388	0.2922156698
389	0.2921909645
390	0.2921662643
391	0.292141571
392	0.292116884
393	0.292092208
394	0.2920675376
395	0.2920428696
396	0.292018205
397	0.2919935427
398	0.2919688862
399	0.2919442343
400	0.2919195847
401	0.2918949372
402	0.2918702921
403	0.2918456478
404	0.2918210054
405	0.2917963665
406	0.2917717293
407	0.2917470934
408	0.2917224605
409	0.2916978396
410	0.2916732245
411	0.2916486132
412	0.2916240052
413	0.2915993989
414	0.2915747948
415	0.2915501961
416	0.2915256059
417	0.2915010198
418	0.291476437
419	0.2914518602
420	0.2914272859
421	0.2914027173
422	0.2913781538
423	0.2913535963
424	0.291329045
425	0.2913044959
426	0.29127995
427	0.2912554071
428	0.2912308666
429	0.2912063318
430	0.2911818008
431	0.2911572712
432	0.2911327423
433	0.2911082165
434	0.291083694
435	0.2910591815
436	0.2910346762
437	0.2910101772
438	0.2909856795
439	0.2909611846
440	0.2909366911
441	0.2909121985
442	0.2908877087
443	0.2908632285
444	0.2908387539
445	0.2908142823
446	0.2907898144
447	0.2907653496
448	0.2907408917
449	0.2907164398
450	0.2906919911
451	0.2906675442
452	0.2906431004
453	0.2906186607
454	0.2905942236
455	0.2905697911
456	0.2905453654
457	0.2905209431
458	0.2904965243
459	0.2904721097
460	0.2904477013
461	0.2904232964
462	0.2903988946
463	0.2903744954
464	0.2903501014
465	0.2903257099
466	0.2903013226
467	0.2902769416
468	0.290252564
469	0.2902281881
470	0.2902038172
471	0.2901794552
472	0.2901550964
473	0.2901307392
474	0.2901063838
475	0.2900820321
476	0.2900576833
477	0.2900333378
478	0.2900089956
479	0.2899846585
480	0.2899603222
481	0.2899359867
482	0.2899116546
483	0.2898873257
484	0.2898629991
485	0.2898386742
486	0.2898143514
487	0.2897900298
488	0.2897657095
489	0.2897413923
490	0.2895422277
491	0.2895178583
492	0.2894934939
493	0.2894691341
494	0.2894447818
495	0.2894204317
496	0.2893960834
497	0.2893717362
498	0.289347392
499	0.289323053
500	0.2892987188
501	0.2892743873
502	0.2892500608
503	0.289225741
504	0.2892014263
505	0.2891771145
506	0.2891528047
507	0.2891284964
508	0.2891041903
509	0.289079892
510	0.2890555964
511	0.2890313034
512	0.2890070097
513	0.2889827174
514	0.2889584276
515	0.288934139
516	0.2889098511
517	0.2888855649
518	0.2888612815
519	0.2888369987
520	0.2888127186
521	0.2887884439
522	0.2887641758
523	0.2887399106
524	0.2887156477
525	0.2886913891
526	0.288667133
527	0.2886428793
528	0.2886186303
529	0.2885943846
530	0.2885701462
531	0.2885459142
532	0.2885216855
533	0.2884974599
534	0.2884732349
535	0.2884490125
536	0.2884247943
537	0.2884005822
538	0.2883763742
539	0.28835217
540	0.2883279672
541	0.288303767
542	0.2882795684
543	0.2882553719
544	0.2882311796
545	0.2882069916
546	0.2881828058
547	0.28815862
548	0.2881344368
549	0.2881102554
550	0.2880860789
551	0.2880619066
552	0.2880377404
553	0.2880135788
554	0.2879894211
555	0.2879652645
556	0.2879411094
557	0.2879169556
558	0.2878928034
559	0.2878686557
560	0.2878445133
561	0.2878203761
562	0.2877962401
563	0.2877721074
564	0.2877479795
565	0.2877238557
566	0.2876997385
567	0.2876756235
568	0.2876515111
569	0.2876274001
570	0.2876032914
571	0.2875791873
572	0.2875550874
573	0.2875309902
574	0.2875068976
575	0.2874828077
576	0.2874587198
577	0.2874346353
578	0.2874105535
579	0.2873864762
580	0.2873624016
581	0.2873383317
582	0.2873142636
583	0.2872901974
584	0.2872661359
585	0.287242079
586	0.2872180252
587	0.2871939774
588	0.2871699321
589	0.2871458893
590	0.287121849
591	0.2870978176
592	0.2870737886
593	0.2870497616
594	0.2870257348
595	0.2870017117
596	0.2869776925
597	0.2869536777
598	0.286929665
599	0.286905656
600	0.2868816489
601	0.2868576417
602	0.2868336357
603	0.2868096326
604	0.2867856316
605	0.2867616317
606	0.2867376323
607	0.2867136349
608	0.2866896388
609	0.2866656441
610	0.2866416525
611	0.2866176636
612	0.2864431928
613	0.2864191099
614	0.2863950665
615	0.2863710292
616	0.2863469936
617	0.286322964
618	0.2862989373
619	0.2862749132
620	0.2862508907
621	0.2862268717
622	0.2862028592
623	0.2861788498
624	0.2861548452
625	0.2861308444
626	0.2861068492
627	0.2860828598
628	0.2860588743
629	0.2860348886
630	0.2860109042
631	0.285986922
632	0.2859629452
633	0.2859389694
634	0.2859149964
635	0.2858910239
636	0.2858670527
637	0.2858430835
638	0.2858191161
639	0.2857951499
640	0.2857711861
641	0.2857472251
642	0.2857232634
643	0.2856993041
644	0.2856753473
645	0.2856513961
646	0.2856274502
647	0.2856035055
648	0.2855795642
649	0.2855556258
650	0.2855316887
651	0.2855077538
652	0.2854838237
653	0.2854598976
654	0.2854359775
655	0.2854120611
656	0.2853881466
657	0.2853642365
658	0.2853403283
659	0.2853164211
660	0.2852925185
661	0.2852686227
662	0.2852447334
663	0.2852208482
664	0.2851969632
665	0.2851730809
666	0.2851491996
667	0.2851253182
668	0.2851014393
669	0.2850775665
670	0.2850536965
671	0.2850298271
672	0.2850059582
673	0.2849820923
674	0.2849582276
675	0.284934367
676	0.2849105112
677	0.2848866591
678	0.2848628129
679	0.2848389712
680	0.2848151309
681	0.2847912933
682	0.2847674571
683	0.2847436224
684	0.2847197913
685	0.2846959668
686	0.2845955318
687	0.2845716332
688	0.2845477684
689	0.2845239094
690	0.2845000564
691	0.2844762102
692	0.284452369
693	0.2844285328
694	0.2844047018
695	0.2843808735
696	0.2843570477
697	0.284333228
698	0.284309412
699	0.2842856009
700	0.2842617914
701	0.2842379868
702	0.2842141873
703	0.2841903931
704	0.2841665996
705	0.2841428112
706	0.2841190235
707	0.2840952387
708	0.2840714566
709	0.2840476834
710	0.284023912
711	0.284000142
712	0.2839763745
713	0.2839526134
714	0.2839288575
715	0.2839051027
716	0.283881352
717	0.2838576048
718	0.2838338618
719	0.28381012
720	0.2837863797
721	0.283762642
722	0.2837389071
723	0.2837151739
724	0.283691443
725	0.2836677142
726	0.2836439864
727	0.2836202598
728	0.2835965352
729	0.2835728119
730	0.2835490909
731	0.2835253753
732	0.2835016636
733	0.2834779562
734	0.2834542535
735	0.2834305578
736	0.2834068621
737	0.2833831681
738	0.2833594758
739	0.2833357886
740	0.2833121052
741	0.2832884259
742	0.2832647504
743	0.2832410796
744	0.2832174162
745	0.2831937555
746	0.2831700973
747	0.2831464409
748	0.2831227865
749	0.2830991338
750	0.2830754874
751	0.2830518433
752	0.2830282017
753	0.2830045607
754	0.2829809214
755	0.2829572849
756	0.2829336517
757	0.2829100216
758	0.2828863935
759	0.2828627665
760	0.2828391415
761	0.2828155189
762	0.2827919003
763	0.2827682846
764	0.2827446735
765	0.2827210657
766	0.2826974604
767	0.2826738552
768	0.2826502516
769	0.2826266505
770	0.2826030557
771	0.2825794705
772	0.2825558871
773	0.2825323038
774	0.2825087214
775	0.2824851397
776	0.2824615594
777	0.2824379814
778	0.2824144061
779	0.2823908314
780	0.28236726
781	0.2823436931
782	0.2823201304
783	0.2822965692
784	0.282273009
785	0.2822494566
786	0.2822259064
787	0.2822023573
788	0.2821788123
789	0.2821552679
790	0.2821317267
791	0.2821081878
792	0.2820846521
793	0.2820611197
794	0.2820375883
795	0.2820140573
796	0.2819905278
797	0.2819669993
798	0.281943476
799	0.2819199565
800	0.281896439
801	0.2818729248
802	0.2816852793
803	0.2816616995
804	0.2816381237
805	0.2816145537
806	0.2815909866
807	0.2815674236
808	0.2815438662
809	0.2815203127
810	0.2814967628
811	0.2814732137
812	0.2814496669
813	0.281426124
814	0.2814025836
815	0.2813790474
816	0.2813555141
817	0.2813319857
818	0.2813084586
819	0.2812849329
820	0.2812614116
821	0.2812378928
822	0.2812143797
823	0.2811908696
824	0.2811673615
825	0.2811438553
826	0.281120353
827	0.2810968567
828	0.2810733641
829	0.2810498721
830	0.2810263823
831	0.2810028961
832	0.2809794109
833	0.280955931
834	0.280932457
835	0.2809089833
836	0.2808855112
837	0.28086204
838	0.280838575
839	0.280815115
840	0.2807916573
841	0.2807682007
842	0.2807447487
843	0.2807212998
844	0.2806978534
845	0.2806744073
846	0.2806509648
847	0.2806275243
848	0.2806040846
849	0.2805806465
850	0.2805572109
851	0.2805337774
852	0.2805103459
853	0.2804869154
854	0.2804634859
855	0.280440057
856	0.2804166316
857	0.2803932106
858	0.2803697933
859	0.2803463798
860	0.2803229705
861	0.2802995664
862	0.2802761622
863	0.2802527596
864	0.2802293596
865	0.2802059626
866	0.2801825702
867	0.2801591805
868	0.280135795
869	0.280112412
870	0.2800890326
871	0.2800656576
872	0.280042286
873	0.2800189157
874	0.2799955476
875	0.2799721817
876	0.2799488164
877	0.2799254556
878	0.2799020993
879	0.2798787445
880	0.2798553917
881	0.2798320414
882	0.2798086923
883	0.2797853451
884	0.2797620016
885	0.2797386594
886	0.2797153193
887	0.2796919807
888	0.2796686441
889	0.2796453113
890	0.2796219833
891	0.2795986585
892	0.2795753369
893	0.2795520179
894	0.2795286999
895	0.2795053833
896	0.2794820682
897	0.2794587575
898	0.2794354577
899	0.2794121617
900	0.2793888672
901	0.2793655731
902	0.2793422789
903	0.2793189851
904	0.2792956919
905	0.2792724034
906	0.2792491162
907	0.279225831
908	0.2792025497
909	0.2791792741
910	0.2791559998
911	0.2791327271
912	0.2791094602
913	0.2790861986
914	0.2790629383
915	0.2790396796
916	0.2788677999
917	0.2788444944
918	0.2788211919
919	0.2787978921
920	0.2787745935
921	0.278751298
922	0.278728005
923	0.2787047131
924	0.2786814218
925	0.2786581307
926	0.2786348419
927	0.2786115569
928	0.2785882742
929	0.2785649939
930	0.2785417156
931	0.2785184414
932	0.2784951705
933	0.2784719039
934	0.2784486395
935	0.2784253818
936	0.2784021269
937	0.2783788754
938	0.278355627
939	0.2783323788
940	0.2783091338
941	0.2782858922
942	0.2782626536
943	0.278239419
944	0.2782161871
945	0.2781929593
946	0.2781697325
947	0.2781465068
948	0.2781232848
949	0.2781000666
950	0.2780768541
951	0.2780536443
952	0.2780304352
953	0.2780072277
954	0.2779840244
955	0.2779608253
956	0.2779376312
957	0.2779144381
958	0.2778912466
959	0.277868059
960	0.2778448717
961	0.2778216867
962	0.2777985101
963	0.2777753345
964	0.2777521589
965	0.2775808103
966	0.2775575612
967	0.2775343269
968	0.2775111
969	0.2774878747
970	0.2774646529
971	0.277441433
972	0.2774182169
973	0.277395003
974	0.2773717909
975	0.2773485813
976	0.2773253745
977	0.2773021687
978	0.2772789641
979	0.277255761
980	0.2772325602
981	0.277209361
982	0.2771861649
983	0.2771629708
984	0.2771397766
985	0.2771165843
986	0.2770933965
987	0.2770702109
988	0.2770470295
989	0.2770238532
990	0.2770006805
991	0.2769775097
992	0.2769543396
993	0.2769311711
994	0.276908007
995	0.2768848465
996	0.2768616899
997	0.2768385367
998	0.2768153867
999	0.2767922417
